label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,0.31290170550346375,0.9633687734603882,4.205810739676963e-07,0.3284396827220917,0.8984764814376831,8.35260798339732e-05,0.36325696110725403,0.836888313293457,-0.009439482353627682,0.40500757098197937,0.8163964748382568,-0.020786160603165627,0.43934503197669983,0.819072425365448,-0.03170948848128319,0.360595703125,0.7749970555305481,-0.026113979518413544,0.428166925907135,0.7729820609092712,-0.047472454607486725,0.46511444449424744,0.8079921007156372,-0.0592709518969059,0.48898619413375854,0.844835638999939,-0.06501424312591553,0.35960930585861206,0.8020969033241272,-0.036310359835624695,0.43419262766838074,0.7962760329246521,-0.05658794194459915,0.4732529819011688,0.8338907957077026,-0.06299340724945068,0.49723711609840393,0.875295877456665,-0.06521420180797577,0.3617960512638092,0.8440777659416199,-0.04606848210096359,0.43252795934677124,0.844367265701294,-0.06232241541147232,0.46888935565948486,0.878378689289093,-0.06462294608354568,0.4910293519496918,0.9123110771179199,-0.06398665904998779,0.3671630620956421,0.8966744542121887,-0.05574384704232216,0.42323970794677734,0.8993135690689087,-0.06626822799444199,0.4535764157772064,0.9202499389648438,-0.06666584312915802,0.4748688340187073,0.9438943266868591,-0.06510648131370544
hello,0.30063891410827637,0.8088347315788269,2.425406080419634e-07,0.32396650314331055,0.7571664452552795,0.00992094911634922,0.35117098689079285,0.6954541206359863,0.00804335717111826,0.37905073165893555,0.6634650230407715,0.00228265137411654,0.40492841601371765,0.6525724530220032,-0.0033676254097372293,0.34645435214042664,0.6311482787132263,-0.0005737858009524643,0.4042552709579468,0.6148011088371277,-0.011852046474814415,0.4383421540260315,0.627733051776886,-0.0194468442350626,0.4618382453918457,0.6448455452919006,-0.02374851144850254,0.346550315618515,0.6401928663253784,-0.012785661965608597,0.41096651554107666,0.6168918609619141,-0.022060973569750786,0.4472643733024597,0.6317505240440369,-0.025478476658463478,0.4708598554134369,0.654100239276886,-0.02727043442428112,0.35030850768089294,0.6639827489852905,-0.02475922554731369,0.4112129211425781,0.6398839354515076,-0.03165946528315544,0.44710370898246765,0.6526963710784912,-0.03254074603319168,0.471221387386322,0.6704656481742859,-0.03290040045976639,0.3585827946662903,0.7007780075073242,-0.03628439083695412,0.4065339267253876,0.6819843649864197,-0.03978539630770683,0.4345071315765381,0.6882492303848267,-0.03800593689084053,0.45472338795661926,0.7001076340675354,-0.036312393844127655
hello,0.30473968386650085,0.8856055736541748,5.850959041708848e-07,0.33946049213409424,0.8409085869789124,-0.0034752539359033108,0.36944666504859924,0.7858222723007202,-0.008894111029803753,0.38804444670677185,0.7367106676101685,-0.015418482944369316,0.4040009081363678,0.6954960227012634,-0.021652597934007645,0.36690443754196167,0.7009627819061279,0.0008984777377918363,0.4076455235481262,0.6717671751976013,-0.01226212177425623,0.44111064076423645,0.6543555855751038,-0.025382468476891518,0.4690484404563904,0.6448309421539307,-0.033121638000011444,0.36219003796577454,0.6917151212692261,-0.0023780162446200848,0.4105299711227417,0.6641709208488464,-0.010836608707904816,0.4455520510673523,0.6521345376968384,-0.018351217731833458,0.47501879930496216,0.6487224698066711,-0.023207204416394234,0.3621187210083008,0.697350025177002,-0.0070454711094498634,0.4089009165763855,0.6734968423843384,-0.013647520914673805,0.44168466329574585,0.6657400727272034,-0.017200065776705742,0.4690799415111542,0.6675280332565308,-0.0189649760723114,0.36351874470710754,0.7168867588043213,-0.012693940661847591,0.4017805755138397,0.6961809396743774,-0.015850283205509186,0.4273965060710907,0.6965189576148987,-0.015108146704733372,0.4487893581390381,0.7045799493789673,-0.013440964743494987
hello,0.27500876784324646,0.7497090697288513,3.4392883208056446e-07,0.33329227566719055,0.7040226459503174,0.020544080063700676,0.36328479647636414,0.653464138507843,0.029128214344382286,0.38618314266204834,0.6238319873809814,0.030410252511501312,0.4110850691795349,0.6009979844093323,0.03142949938774109,0.34837988018989563,0.5776364803314209,0.0409400500357151,0.3843056559562683,0.5542949438095093,0.04107227176427841,0.4112406373023987,0.5365748405456543,0.03445666283369064,0.4338178038597107,0.521363377571106,0.028440766036510468,0.3429393768310547,0.5712066292762756,0.0246437881141901,0.38598236441612244,0.5442365407943726,0.025585833936929703,0.4158669710159302,0.5261508226394653,0.018728019669651985,0.44081658124923706,0.514435887336731,0.012296445667743683,0.34028851985931396,0.574831485748291,0.0071318005211651325,0.383067786693573,0.5486395359039307,0.007018513511866331,0.4128296673297882,0.5342670679092407,0.0021818894892930984,0.4363272488117218,0.5268259644508362,-0.0024344308767467737,0.3409568667411804,0.5879661440849304,-0.009981799870729446,0.37727993726730347,0.5629553198814392,-0.010320869274437428,0.40250930190086365,0.553291380405426,-0.01127947773784399,0.423469215631485,0.5482912659645081,-0.012595528736710548
hello,0.2786259055137634,0.6773939728736877,3.091247151587595e-07,0.33478450775146484,0.6586874723434448,0.011728836223483086,0.3682897388935089,0.6146232485771179,0.017485225573182106,0.3926810324192047,0.5875557065010071,0.01761043630540371,0.4181345999240875,0.5685817003250122,0.017265470698475838,0.3773987293243408,0.5425300598144531,0.02856450527906418,0.40992534160614014,0.5130243301391602,0.023046402260661125,0.43693169951438904,0.49084073305130005,0.01414530910551548,0.46030378341674805,0.4711865782737732,0.007025290746241808,0.3697090446949005,0.5290287733078003,0.014716282486915588,0.4115816652774811,0.49460941553115845,0.010079947300255299,0.44256219267845154,0.4733806550502777,0.0016045040683820844,0.47067034244537354,0.45406055450439453,-0.00523650785908103,0.35970720648765564,0.5239742398262024,-0.0010778260184451938,0.40183550119400024,0.49026352167129517,-0.00820394977927208,0.433206170797348,0.47196266055107117,-0.014866551384329796,0.4598456621170044,0.4574572741985321,-0.01947597786784172,0.34735316038131714,0.5272529125213623,-0.016751939430832863,0.38365843892097473,0.4981374144554138,-0.0230508204549551,0.40992215275764465,0.48566219210624695,-0.025738170370459557,0.43332338333129883,0.4766296148300171,-0.027630481868982315
hello,0.299268901348114,0.6286747455596924,2.060104264955953e-07,0.34945520758628845,0.6318718791007996,0.008818383328616619,0.38270285725593567,0.5946837663650513,0.014469764195382595,0.40653684735298157,0.5689035058021545,0.01524880900979042,0.4309234619140625,0.5565946102142334,0.015320662409067154,0.4012402892112732,0.5289304852485657,0.025191565975546837,0.43319937586784363,0.501001238822937,0.020161492750048637,0.45686978101730347,0.48371970653533936,0.011982593685388565,0.4774470329284668,0.46555960178375244,0.005299682728946209,0.39502963423728943,0.5126832127571106,0.013212760910391808,0.4329773485660553,0.4793451428413391,0.009317159652709961,0.46011292934417725,0.4607010781764984,0.0019412294495850801,0.48515984416007996,0.44172435998916626,-0.004276785999536514,0.3841121196746826,0.5019729733467102,-0.0009242024971172214,0.42286115884780884,0.4720389246940613,-0.006668856367468834,0.45115965604782104,0.4562574028968811,-0.011678188107907772,0.4761655628681183,0.44000405073165894,-0.01566452533006668,0.36989834904670715,0.4966534674167633,-0.015262555330991745,0.4044513702392578,0.4742265045642853,-0.02043721079826355,0.42898547649383545,0.46409720182418823,-0.021984804421663284,0.45225921273231506,0.4533061981201172,-0.023469269275665283
hello,0.318436861038208,0.6024379134178162,1.4301744499789493e-07,0.36441123485565186,0.6150179505348206,0.014312599785625935,0.39717596769332886,0.5863626003265381,0.022661913186311722,0.4210154116153717,0.5662407279014587,0.025006866082549095,0.44394609332084656,0.5540847182273865,0.026259617879986763,0.41809576749801636,0.5260781645774841,0.03176240622997284,0.4497097134590149,0.5047555565834045,0.029354099184274673,0.4724423289299011,0.4940188527107239,0.022770985960960388,0.4929221272468567,0.4827679395675659,0.017132248729467392,0.4146376848220825,0.5091113448143005,0.01738896779716015,0.4516289532184601,0.48028820753097534,0.01655622385442257,0.4779028594493866,0.46419742703437805,0.010798748582601547,0.5018168687820435,0.4496810734272003,0.005469805561006069,0.40507468581199646,0.49649864435195923,0.001151976641267538,0.44344547390937805,0.46771103143692017,-0.0013199581298977137,0.469870388507843,0.4536457061767578,-0.004826624412089586,0.49414491653442383,0.44016560912132263,-0.008435914292931557,0.39110973477363586,0.48921629786491394,-0.014941801317036152,0.42386695742607117,0.4679449200630188,-0.017595000565052032,0.44638487696647644,0.4601321220397949,-0.017659569159150124,0.46774986386299133,0.4527739882469177,-0.018513813614845276
hello,0.3249633014202118,0.5990434288978577,1.3083952410397615e-07,0.3692322373390198,0.6130036115646362,0.010022752918303013,0.4042578637599945,0.5812197923660278,0.017439132556319237,0.42901089787483215,0.560823917388916,0.01995783858001232,0.45191702246665955,0.5501829385757446,0.021813418716192245,0.42213377356529236,0.5293198823928833,0.026909243315458298,0.45593327283859253,0.5099083781242371,0.023892011493444443,0.4794532060623169,0.49719446897506714,0.017910953611135483,0.4991473853588104,0.48246052861213684,0.012928102165460587,0.41943687200546265,0.5126942992210388,0.015106637962162495,0.45782774686813354,0.48999252915382385,0.012904135510325432,0.48379603028297424,0.4735542833805084,0.00733217503875494,0.5065738558769226,0.45704278349876404,0.0027336396742612123,0.41100645065307617,0.4990403354167938,0.0012679885840043426,0.45101335644721985,0.47495973110198975,-0.002364466665312648,0.4776550233364105,0.4617268741130829,-0.0061500174924731255,0.5010156035423279,0.4488045573234558,-0.009155294857919216,0.3983851969242096,0.48842352628707886,-0.012686679139733315,0.4341889023780823,0.4708302915096283,-0.01643175445497036,0.4585455358028412,0.46241408586502075,-0.01755675859749317,0.4813846945762634,0.45544901490211487,-0.01860257424414158
hello,0.32989567518234253,0.6059932708740234,1.1406256561485861e-07,0.37641623616218567,0.6175867319107056,0.014773787930607796,0.40913352370262146,0.5825495719909668,0.0237271711230278,0.4316278100013733,0.5610958337783813,0.026502888649702072,0.4536544978618622,0.5487140417098999,0.028229372575879097,0.4253295063972473,0.5313546657562256,0.03231322020292282,0.4581739008426666,0.5107547640800476,0.0302139725536108,0.48119693994522095,0.49884411692619324,0.02449457161128521,0.5009793639183044,0.48474234342575073,0.019336268305778503,0.42220377922058105,0.515527606010437,0.01754111237823963,0.4598868191242218,0.4922826886177063,0.015770642086863518,0.48586735129356384,0.47637802362442017,0.009625693783164024,0.5084686875343323,0.4607433080673218,0.004345060791820288,0.41313111782073975,0.503391444683075,0.0008863966795615852,0.45300430059432983,0.47873157262802124,-0.002675023628398776,0.4801380932331085,0.4666406512260437,-0.007345530204474926,0.5040502548217773,0.4543381929397583,-0.011307423934340477,0.39990946650505066,0.4958227872848511,-0.015469334088265896,0.43557149171829224,0.4777175188064575,-0.019647648558020592,0.45954856276512146,0.4694865643978119,-0.021528730168938637,0.4824123680591583,0.46252351999282837,-0.0234540943056345
hello,0.33393558859825134,0.6098013520240784,1.1606270788888651e-07,0.37554606795310974,0.6221742033958435,0.00991908460855484,0.4094775915145874,0.5853310227394104,0.016860494390130043,0.4328310787677765,0.5629308223724365,0.01886928081512451,0.45496994256973267,0.5506742596626282,0.020221585407853127,0.4274243414402008,0.5331971645355225,0.0253272857517004,0.4592065215110779,0.5117496252059937,0.021861499175429344,0.4818277955055237,0.5002926588058472,0.015806518495082855,0.5010280609130859,0.4875612258911133,0.010659199208021164,0.424598753452301,0.5174617171287537,0.013176597654819489,0.4618723690509796,0.4923613965511322,0.010456488467752934,0.48727741837501526,0.47609084844589233,0.004811614286154509,0.5095517635345459,0.4602368474006653,0.00016515146126039326,0.415878564119339,0.5063218474388123,-0.000984404468908906,0.4556001126766205,0.47960972785949707,-0.005186916794627905,0.4820515811443329,0.4660695791244507,-0.009506219066679478,0.5053627490997314,0.452724814414978,-0.013004446402192116,0.4028632342815399,0.499371737241745,-0.015206140466034412,0.436737596988678,0.4792892336845398,-0.019823940470814705,0.46022382378578186,0.4699362814426422,-0.021806681528687477,0.4826718866825104,0.46232113242149353,-0.023590795695781708
